GEO_NAME,Income,Gini,Category,Count,right_edges,gini_cdf,gini_original,error_pct,error_pct_squared
Repentigny,101800,0.272,"$50,000 to $59,999",3450,59999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$60,000 to $69,999",3285,69999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$70,000 to $79,999",2930,79999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$80,000 to $89,999",3065,89999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$90,000 to $99,999",2805,99999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$100,000 to $124,999",6020,124999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$125,000 to $149,999",4460,149999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$150,000 to $199,999",5245,199999,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Repentigny,101800,0.272,"$200,000 and over",3330,Inf,0.349441092385134,0.272,0.2847098984747572,0.08105972628950654
Richmond--Arthabaska,79500,0.298,"Under $5,000",275,5000,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$5,000 to $9,999",265,9999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$10,000 to $14,999",765,14999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$15,000 to $19,999",1255,19999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$20,000 to $24,999",3640,24999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$25,000 to $29,999",2105,29999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$30,000 to $34,999",2135,34999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$35,000 to $39,999",2995,39999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$40,000 to $44,999",2765,44999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$45,000 to $49,999",2430,49999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$50,000 to $59,999",4305,59999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$60,000 to $69,999",3795,69999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$70,000 to $79,999",3460,79999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$80,000 to $89,999",3145,89999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$90,000 to $99,999",2750,99999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$100,000 to $124,999",5230,124999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$125,000 to $149,999",3220,149999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$150,000 to $199,999",3060,199999,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Richmond--Arthabaska,79500,0.298,"$200,000 and over",1670,Inf,0.3794667224838292,0.298,0.27337826336855436,0.07473567488240668
Rimouski--La Matapédia,76800,0.298,"Under $5,000",275,5000,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$5,000 to $9,999",270,9999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$10,000 to $14,999",800,14999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$15,000 to $19,999",1410,19999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$20,000 to $24,999",4035,24999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$25,000 to $29,999",2090,29999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$30,000 to $34,999",2395,34999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$35,000 to $39,999",2935,39999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$40,000 to $44,999",2545,44999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$45,000 to $49,999",2475,49999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$50,000 to $59,999",4175,59999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$60,000 to $69,999",3680,69999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$70,000 to $79,999",3250,79999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$80,000 to $89,999",3010,89999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$90,000 to $99,999",2525,99999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$100,000 to $124,999",4795,124999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$125,000 to $149,999",3075,149999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$150,000 to $199,999",2885,199999,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rimouski--La Matapédia,76800,0.298,"$200,000 and over",1590,Inf,0.3802440457880797,0.298,0.2759867308324822,0.07616867559560099
Rivière-des-Mille-Îles,103900,0.298,"Under $5,000",165,5000,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$5,000 to $9,999",130,9999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$10,000 to $14,999",295,14999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$15,000 to $19,999",535,19999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$20,000 to $24,999",1860,24999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$25,000 to $29,999",1270,29999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$30,000 to $34,999",1195,34999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$35,000 to $39,999",1530,39999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$40,000 to $44,999",1660,44999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$45,000 to $49,999",1620,49999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$50,000 to $59,999",3215,59999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$60,000 to $69,999",3030,69999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$70,000 to $79,999",2960,79999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$80,000 to $89,999",2860,89999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$90,000 to $99,999",2620,99999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$100,000 to $124,999",5560,124999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$125,000 to $149,999",3990,149999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$150,000 to $199,999",4570,199999,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-des-Mille-Îles,103900,0.298,"$200,000 and over",3560,Inf,0.3712321249849444,0.298,0.24574538585551817,0.060390794669277506
Rivière-du-Nord,80100,0.278,"Under $5,000",265,5000,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$5,000 to $9,999",255,9999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$10,000 to $14,999",695,14999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$15,000 to $19,999",1140,19999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$20,000 to $24,999",3360,24999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$25,000 to $29,999",2260,29999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$30,000 to $34,999",2045,34999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$35,000 to $39,999",2525,39999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$40,000 to $44,999",2590,44999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$45,000 to $49,999",2530,49999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$50,000 to $59,999",4500,59999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$60,000 to $69,999",4045,69999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$70,000 to $79,999",3540,79999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$80,000 to $89,999",3360,89999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$90,000 to $99,999",3045,99999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$100,000 to $124,999",5680,124999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$125,000 to $149,999",3640,149999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$150,000 to $199,999",3370,199999,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rivière-du-Nord,80100,0.278,"$200,000 and over",1625,Inf,0.35838603397405666,0.278,0.28915839559013173,0.08361257774025911
Rosemont--La Petite-Patrie,81200,0.35,"Under $5,000",900,5000,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$5,000 to $9,999",615,9999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$10,000 to $14,999",1300,14999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$15,000 to $19,999",2045,19999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$20,000 to $24,999",4395,24999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$25,000 to $29,999",3075,29999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$30,000 to $34,999",2990,34999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$35,000 to $39,999",3055,39999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$40,000 to $44,999",2935,44999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$45,000 to $49,999",2915,49999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$50,000 to $59,999",5260,59999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$60,000 to $69,999",4525,69999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$70,000 to $79,999",3945,79999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$80,000 to $89,999",3490,89999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$90,000 to $99,999",2820,99999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$100,000 to $124,999",5300,124999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$125,000 to $149,999",3575,149999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$150,000 to $199,999",4060,199999,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Rosemont--La Petite-Patrie,81200,0.35,"$200,000 and over",3240,Inf,0.41958562398026333,0.35,0.19881606851503816,0.03952782909977635
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"Under $5,000",300,5000,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$5,000 to $9,999",245,9999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$10,000 to $14,999",630,14999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$15,000 to $19,999",1120,19999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$20,000 to $24,999",3030,24999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$25,000 to $29,999",2040,29999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$30,000 to $34,999",1870,34999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$35,000 to $39,999",2415,39999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$40,000 to $44,999",2450,44999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$45,000 to $49,999",2395,49999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$50,000 to $59,999",4260,59999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$60,000 to $69,999",3775,69999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$70,000 to $79,999",3270,79999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$80,000 to $89,999",3095,89999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$90,000 to $99,999",2655,99999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$100,000 to $124,999",5270,124999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$125,000 to $149,999",3320,149999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$150,000 to $199,999",2955,199999,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Hyacinthe--Bagot--Acton,81300,0.285,"$200,000 and over",1690,Inf,0.3705678654664162,0.285,0.3002381244435657,0.09014293136939003
Saint-Jean,90900,0.289,"Under $5,000",240,5000,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$5,000 to $9,999",210,9999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$10,000 to $14,999",585,14999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$15,000 to $19,999",930,19999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$20,000 to $24,999",2735,24999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$25,000 to $29,999",1830,29999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$30,000 to $34,999",1725,34999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$35,000 to $39,999",2270,39999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$40,000 to $44,999",2275,44999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$45,000 to $49,999",2120,49999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$50,000 to $59,999",4165,59999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$60,000 to $69,999",3710,69999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$70,000 to $79,999",3420,79999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$80,000 to $89,999",3235,89999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$90,000 to $99,999",2905,99999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$100,000 to $124,999",5910,124999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$125,000 to $149,999",4200,149999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$150,000 to $199,999",4540,199999,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Jean,90900,0.289,"$200,000 and over",2720,Inf,0.3685934797636897,0.289,0.27540996458024136,0.0758506485900898
Saint-Laurent,97600,0.384,"Under $5,000",615,5000,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$5,000 to $9,999",335,9999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$10,000 to $14,999",565,14999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$15,000 to $19,999",840,19999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$20,000 to $24,999",2225,24999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$25,000 to $29,999",1530,29999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$30,000 to $34,999",1750,34999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$35,000 to $39,999",1745,39999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$40,000 to $44,999",1755,44999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$45,000 to $49,999",1720,49999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$50,000 to $59,999",3330,59999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$60,000 to $69,999",3270,69999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$70,000 to $79,999",3045,79999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$80,000 to $89,999",2765,89999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$90,000 to $99,999",2355,99999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$100,000 to $124,999",4500,124999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$125,000 to $149,999",2770,149999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$150,000 to $199,999",3210,199999,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Laurent,97600,0.384,"$200,000 and over",3630,Inf,0.4242999873685953,0.384,0.1049478837723836,0.011014058308301735
Saint-Léonard--Saint-Michel,75900,0.3,"Under $5,000",500,5000,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$5,000 to $9,999",335,9999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$10,000 to $14,999",745,14999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$15,000 to $19,999",950,19999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$20,000 to $24,999",2770,24999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$25,000 to $29,999",2265,29999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$30,000 to $34,999",2125,34999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$35,000 to $39,999",2245,39999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$40,000 to $44,999",2430,44999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$45,000 to $49,999",2275,49999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$50,000 to $59,999",4220,59999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$60,000 to $69,999",3810,69999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$70,000 to $79,999",3520,79999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$80,000 to $89,999",2995,89999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$90,000 to $99,999",2500,99999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$100,000 to $124,999",4415,124999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$125,000 to $149,999",2450,149999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$150,000 to $199,999",2150,199999,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Léonard--Saint-Michel,75900,0.3,"$200,000 and over",1380,Inf,0.36948693096549245,0.3,0.23162310321830823,0.05364926194447907
Saint-Maurice--Champlain,73400,0.293,"Under $5,000",340,5000,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$5,000 to $9,999",355,9999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$10,000 to $14,999",1020,14999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$15,000 to $19,999",1590,19999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$20,000 to $24,999",4685,24999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$25,000 to $29,999",2305,29999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$30,000 to $34,999",2550,34999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$35,000 to $39,999",3200,39999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$40,000 to $44,999",2955,44999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$45,000 to $49,999",2775,49999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$50,000 to $59,999",5080,59999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$60,000 to $69,999",4240,69999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$70,000 to $79,999",3615,79999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$80,000 to $89,999",3285,89999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$90,000 to $99,999",2790,99999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$100,000 to $124,999",5120,124999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$125,000 to $149,999",3105,149999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$150,000 to $199,999",3020,199999,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Saint-Maurice--Champlain,73400,0.293,"$200,000 and over",1425,Inf,0.37103395862805777,0.293,0.26632750385002657,0.07093033930698592
Shefford,83200,0.291,"Under $5,000",275,5000,0.3717620048445578,0.291,0.27753266269607496,0.07702437886317332
Shefford,83200,0.291,"$5,000 to $9,999",240,9999,0.3717620048445578,0.291,0.27753266269607496,0.07702437886317332
Shefford,83200,0.291,"$10,000 to $14,999",680,14999,0.3717620048445578,0.291,0.27753266269607496,0.07702437886317332
Shefford,83200,0.291,"$15,000 to $19,999",1085,19999,0.3717620048445578,0.291,0.27753266269607496,0.07702437886317332
