GEO_NAME,Income,Gini,Category,Count,right_edges,gini_cdf,gini_original,error_pct,error_pct_squared
Nipissing--Timiskaming,91500,0.322,"$10,000 to $14,999",595,14999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$15,000 to $19,999",1215,19999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$20,000 to $24,999",2220,24999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$25,000 to $29,999",1815,29999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$30,000 to $34,999",1540,34999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$35,000 to $39,999",1910,39999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$40,000 to $44,999",1930,44999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$45,000 to $49,999",1725,49999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$50,000 to $59,999",3445,59999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$60,000 to $69,999",3150,69999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$70,000 to $79,999",2825,79999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$80,000 to $89,999",2750,89999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$90,000 to $99,999",2300,99999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$100,000 to $124,999",4785,124999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$125,000 to $149,999",3355,149999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$150,000 to $199,999",3815,199999,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Nipissing--Timiskaming,91500,0.322,"$200,000 and over",2835,Inf,0.38658495015389804,0.322,0.20057437935993178,0.04023008165562183
Northumberland--Clarke,107200,0.319,"Under $5,000",245,5000,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$5,000 to $9,999",160,9999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$10,000 to $14,999",385,14999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$15,000 to $19,999",645,19999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$20,000 to $24,999",1320,24999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$25,000 to $29,999",1395,29999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$30,000 to $34,999",1225,34999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$35,000 to $39,999",1505,39999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$40,000 to $44,999",1610,44999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$45,000 to $49,999",1625,49999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$50,000 to $59,999",3275,59999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$60,000 to $69,999",3175,69999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$70,000 to $79,999",3045,79999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$80,000 to $89,999",2860,89999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$90,000 to $99,999",2630,99999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$100,000 to $124,999",5555,124999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$125,000 to $149,999",3920,149999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$150,000 to $199,999",4830,199999,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Northumberland--Clarke,107200,0.319,"$200,000 and over",4140,Inf,0.37892024066891594,0.319,0.18783774504362363,0.03528301846307336
Oakville East,196400,0.457,"Under $5,000",525,5000,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$5,000 to $9,999",230,9999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$10,000 to $14,999",290,14999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$15,000 to $19,999",385,19999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$20,000 to $24,999",595,24999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$25,000 to $29,999",685,29999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$30,000 to $34,999",640,34999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$35,000 to $39,999",690,39999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$40,000 to $44,999",750,44999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$45,000 to $49,999",760,49999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$50,000 to $59,999",1590,59999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$60,000 to $69,999",1715,69999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$70,000 to $79,999",1730,79999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$80,000 to $89,999",1620,89999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$90,000 to $99,999",1585,99999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$100,000 to $124,999",3695,124999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$125,000 to $149,999",3260,149999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$150,000 to $199,999",5310,199999,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville East,196400,0.457,"$200,000 and over",10510,Inf,0.4777587288309164,0.457,0.0454239142908455,0.002063331989502078
Oakville West,169600,0.405,"Under $5,000",410,5000,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$5,000 to $9,999",180,9999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$10,000 to $14,999",305,14999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$15,000 to $19,999",380,19999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$20,000 to $24,999",830,24999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$25,000 to $29,999",780,29999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$30,000 to $34,999",685,34999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$35,000 to $39,999",810,39999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$40,000 to $44,999",820,44999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$45,000 to $49,999",865,49999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$50,000 to $59,999",1740,59999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$60,000 to $69,999",1760,69999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$70,000 to $79,999",1725,79999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$80,000 to $89,999",1605,89999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$90,000 to $99,999",1620,99999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$100,000 to $124,999",3820,124999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$125,000 to $149,999",3320,149999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$150,000 to $199,999",5230,199999,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Oakville West,169600,0.405,"$200,000 and over",10100,Inf,0.4365797371602864,0.405,0.07797465965502812,0.0060800475483174694
Orléans,139200,0.269,"Under $5,000",165,5000,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$5,000 to $9,999",60,9999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$10,000 to $14,999",140,14999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$15,000 to $19,999",240,19999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$20,000 to $24,999",385,24999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$25,000 to $29,999",480,29999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$30,000 to $34,999",490,34999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$35,000 to $39,999",610,39999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$40,000 to $44,999",740,44999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$45,000 to $49,999",700,49999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$50,000 to $59,999",1915,59999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$60,000 to $69,999",2375,69999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$70,000 to $79,999",2510,79999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$80,000 to $89,999",2755,89999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$90,000 to $99,999",2795,99999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$100,000 to $124,999",7070,124999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$125,000 to $149,999",6010,149999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$150,000 to $199,999",8320,199999,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Orléans,139200,0.269,"$200,000 and over",7980,Inf,0.31326339255014135,0.269,0.16454792769569268,0.027076020508946905
Oshawa,93500,0.297,"Under $5,000",380,5000,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$5,000 to $9,999",240,9999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$10,000 to $14,999",705,14999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$15,000 to $19,999",1165,19999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$20,000 to $24,999",1810,24999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$25,000 to $29,999",1915,29999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$30,000 to $34,999",1810,34999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$35,000 to $39,999",1935,39999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$40,000 to $44,999",2220,44999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$45,000 to $49,999",2080,49999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$50,000 to $59,999",4470,59999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$60,000 to $69,999",4140,69999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$70,000 to $79,999",4025,79999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$80,000 to $89,999",3570,89999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$90,000 to $99,999",3300,99999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$100,000 to $124,999",6705,124999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$125,000 to $149,999",4575,149999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$150,000 to $199,999",4890,199999,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Oshawa,93500,0.297,"$200,000 and over",3335,Inf,0.3589621105890637,0.297,0.20862663498001247,0.04352507282308336
Ottawa Centre,125600,0.424,"Under $5,000",1220,5000,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$5,000 to $9,999",665,9999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$10,000 to $14,999",1260,14999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$15,000 to $19,999",1575,19999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$20,000 to $24,999",2830,24999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$25,000 to $29,999",2145,29999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$30,000 to $34,999",2170,34999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$35,000 to $39,999",2035,39999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$40,000 to $44,999",1895,44999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$45,000 to $49,999",2090,49999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$50,000 to $59,999",4115,59999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$60,000 to $69,999",4330,69999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$70,000 to $79,999",4130,79999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$80,000 to $89,999",3805,89999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$90,000 to $99,999",3285,99999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$100,000 to $124,999",6580,124999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$125,000 to $149,999",4985,149999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$150,000 to $199,999",6345,199999,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa Centre,125600,0.424,"$200,000 and over",9560,Inf,0.48256111387032496,0.424,0.13811583459982307,0.019075983767205686
Ottawa South,112200,0.346,"Under $5,000",640,5000,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$5,000 to $9,999",300,9999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$10,000 to $14,999",645,14999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$15,000 to $19,999",800,19999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$20,000 to $24,999",1560,24999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$25,000 to $29,999",1215,29999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$30,000 to $34,999",1330,34999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$35,000 to $39,999",1560,39999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$40,000 to $44,999",1505,44999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$45,000 to $49,999",1620,49999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$50,000 to $59,999",3260,59999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$60,000 to $69,999",3315,69999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$70,000 to $79,999",3340,79999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$80,000 to $89,999",3040,89999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$90,000 to $99,999",2780,99999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$100,000 to $124,999",5900,124999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$125,000 to $149,999",4570,149999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$150,000 to $199,999",5615,199999,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa South,112200,0.346,"$200,000 and over",5945,Inf,0.3901122479462702,0.346,0.1274920460874862,0.01625422181557371
Ottawa--Vanier--Gloucester,100500,0.396,"Under $5,000",940,5000,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$5,000 to $9,999",610,9999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$10,000 to $14,999",1280,14999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$15,000 to $19,999",1525,19999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$20,000 to $24,999",2565,24999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$25,000 to $29,999",2140,29999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$30,000 to $34,999",2070,34999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$35,000 to $39,999",2160,39999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$40,000 to $44,999",2190,44999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$45,000 to $49,999",2205,49999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$50,000 to $59,999",4370,59999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$60,000 to $69,999",4315,69999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$70,000 to $79,999",3925,79999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$80,000 to $89,999",3675,89999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$90,000 to $99,999",3280,99999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$100,000 to $124,999",6370,124999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$125,000 to $149,999",4355,149999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$150,000 to $199,999",5255,199999,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa--Vanier--Gloucester,100500,0.396,"$200,000 and over",5370,Inf,0.42668739717632165,0.396,0.0774934272129334,0.006005231261206207
Ottawa West--Nepean,107200,0.363,"Under $5,000",675,5000,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$5,000 to $9,999",350,9999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$10,000 to $14,999",790,14999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$15,000 to $19,999",1005,19999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$20,000 to $24,999",1890,24999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$25,000 to $29,999",1585,29999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$30,000 to $34,999",1715,34999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$35,000 to $39,999",1940,39999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$40,000 to $44,999",2045,44999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$45,000 to $49,999",2030,49999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$50,000 to $59,999",4110,59999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$60,000 to $69,999",3975,69999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$70,000 to $79,999",3590,79999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$80,000 to $89,999",3475,89999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$90,000 to $99,999",3010,99999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$100,000 to $124,999",6330,124999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$125,000 to $149,999",4405,149999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$150,000 to $199,999",5485,199999,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Ottawa West--Nepean,107200,0.363,"$200,000 and over",6165,Inf,0.40289836262929657,0.363,0.10991284470880601,0.012080833431982105
Oxford,101200,0.292,"Under $5,000",230,5000,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$5,000 to $9,999",145,9999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$10,000 to $14,999",455,14999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$15,000 to $19,999",795,19999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$20,000 to $24,999",1450,24999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$25,000 to $29,999",1600,29999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$30,000 to $34,999",1295,34999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$35,000 to $39,999",1575,39999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$40,000 to $44,999",1780,44999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$45,000 to $49,999",1850,49999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$50,000 to $59,999",3650,59999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$60,000 to $69,999",3515,69999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$70,000 to $79,999",3410,79999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$80,000 to $89,999",3190,89999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$90,000 to $99,999",3050,99999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$100,000 to $124,999",6630,124999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$125,000 to $149,999",4680,149999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$150,000 to $199,999",5115,199999,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Oxford,101200,0.292,"$200,000 and over",3450,Inf,0.3554072367768253,0.292,0.21714807115351134,0.04715328480569042
Parry Sound--Muskoka,100000,0.356,"Under $5,000",465,5000,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$5,000 to $9,999",225,9999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$10,000 to $14,999",565,14999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$15,000 to $19,999",920,19999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$20,000 to $24,999",1935,24999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$25,000 to $29,999",1810,29999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$30,000 to $34,999",1565,34999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$35,000 to $39,999",1780,39999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
Parry Sound--Muskoka,100000,0.356,"$40,000 to $44,999",2010,44999,0.4132657215626919,0.356,0.16085876843452793,0.02587554338227308
