FED,Province_Territory,All_Households,Avg_Income,Median_Income,SE_Avg_Income,Income,Count,right_edges,fit,warn,gini,fed_avg_income,fed_median_income
Timiskaming,Ontario,18190,19537,16587,243,Under_5000,1770,5000,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X5000_9999,3930,9999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X10000_14999,2555,14999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X15000_19999,2350,19999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X20000_24999,2455,24999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X25000_29999,1655,29999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X30000_39999,1895,39999,,FALSE,0.38953501239434885,19537,16587
Timiskaming,Ontario,18190,19537,16587,243,X40000_and_over,1440,Inf,,FALSE,0.38953501239434885,19537,16587
Timins-Chapleau,Ontario,20960,23584,21814,245,Under_5000,1750,5000,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X5000_9999,2945,9999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X10000_14999,1935,14999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X15000_19999,2520,19999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X20000_24999,3280,24999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X25000_29999,3280,29999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X30000_39999,3310,39999,,FALSE,0.37767089057191783,23584,21814
Timins-Chapleau,Ontario,20960,23584,21814,245,X40000_and_over,1440,Inf,,FALSE,0.37767089057191783,23584,21814
Trinity,Ontario,22720,21531,19434,194,Under_5000,2035,5000,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X5000_9999,3035,9999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X10000_14999,3265,14999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X15000_19999,3470,19999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X20000_24999,3220,24999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X25000_29999,2955,29999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X30000_39999,2605,39999,,FALSE,0.35625686874513673,21531,19434
Trinity,Ontario,22720,21531,19434,194,X40000_and_over,2330,Inf,,FALSE,0.35625686874513673,21531,19434
Victoria-Haliburton,Ontario,31660,19533,16812,192,Under_5000,2455,5000,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X5000_9999,6055,9999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X10000_14999,4465,14999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X15000_19999,4495,19999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X20000_24999,3180,24999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X25000_29999,3315,29999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X30000_39999,3315,39999,,FALSE,0.35464766534004155,19533,16812
Victoria-Haliburton,Ontario,31660,19533,16812,192,X40000_and_over,3315,Inf,,FALSE,0.35464766534004155,19533,16812
Waterloo,Ontario,38655,26260,23020,219,Under_5000,1875,5000,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X5000_9999,4095,9999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X10000_14999,4670,14999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X15000_19999,4675,19999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X20000_24999,6240,24999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X25000_29999,6240,29999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X30000_39999,4345,39999,,FALSE,0.3832579855214351,26260,23020
Waterloo,Ontario,38655,26260,23020,219,X40000_and_over,4250,Inf,,FALSE,0.3832579855214351,26260,23020
Welland,Ontario,27800,23521,21329,218,Under_5000,1995,5000,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X5000_9999,4030,9999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X10000_14999,4030,14999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X15000_19999,3435,19999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X20000_24999,3800,24999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X25000_29999,4180,29999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X30000_39999,4180,39999,,FALSE,0.3648280147603977,23521,21329
Welland,Ontario,27800,23521,21329,218,X40000_and_over,3255,Inf,,FALSE,0.3648280147603977,23521,21329
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,Under_5000,1635,5000,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X5000_9999,3865,9999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X10000_14999,3400,14999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X15000_19999,3555,19999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X20000_24999,4085,24999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X25000_29999,4095,29999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X30000_39999,4095,39999,,FALSE,0.30943132601187484,21335,21335
Wellington-Dufferin-Simcoe,Ontario,27960,21335,21335,230,X40000_and_over,4290,Inf,,FALSE,0.30943132601187484,21335,21335
Willowdale,Ontario,34450,25040,25040,256,Under_5000,1615,5000,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X5000_9999,3610,9999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X10000_14999,4100,14999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X15000_19999,3875,19999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X20000_24999,5360,24999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X25000_29999,5360,29999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X30000_39999,6030,39999,,FALSE,0.3012968575515048,25040,25040
Willowdale,Ontario,34450,25040,25040,256,X40000_and_over,5590,Inf,,FALSE,0.3012968575515048,25040,25040
Windsor West (Ouest),Ontario,29460,21063,17353,304,Under_5000,3185,5000,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X5000_9999,5895,9999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X10000_14999,4075,14999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X15000_19999,3440,19999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X20000_24999,3540,24999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X25000_29999,2635,29999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X30000_39999,3355,39999,,FALSE,0.4117902719051958,21063,17353
Windsor West (Ouest),Ontario,29460,21063,17353,304,X40000_and_over,3335,Inf,,FALSE,0.4117902719051958,21063,17353
Windsor-Walkerville,Ontario,29850,24074,20804,326,Under_5000,2075,5000,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X5000_9999,4875,9999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X10000_14999,3785,14999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X15000_19999,3850,19999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X20000_24999,3930,24999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X25000_29999,3185,29999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X30000_39999,4375,39999,,FALSE,0.4038631973858886,24074,20804
Windsor-Walkerville,Ontario,29850,24074,20804,326,X40000_and_over,3175,Inf,,FALSE,0.4038631973858886,24074,20804
York Centre,Ontario,33620,24990,22072,281,Under_5000,2620,5000,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X5000_9999,4005,9999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X10000_14999,4255,14999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X15000_19999,4005,19999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X20000_24999,5640,24999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X25000_29999,4090,29999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X30000_39999,5640,39999,,FALSE,0.34581144908502526,24990,22072
York Centre,Ontario,33620,24990,22072,281,X40000_and_over,6175,Inf,,FALSE,0.34581144908502526,24990,22072
York East (Est),Ontario,39035,24287,21631,177,Under_5000,2160,5000,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X5000_9999,5725,9999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X10000_14999,5725,14999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X15000_19999,5360,19999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X20000_24999,5095,24999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X25000_29999,4655,29999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X30000_39999,6280,39999,,FALSE,0.3662749151638516,24287,21631
York East (Est),Ontario,39035,24287,21631,177,X40000_and_over,5175,Inf,,FALSE,0.3662749151638516,24287,21631
York North (Nord),Ontario,43345,32610,32610,300,Under_5000,1090,5000,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X5000_9999,2805,9999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X10000_14999,2805,14999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X15000_19999,3160,19999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X20000_24999,4390,24999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X25000_29999,5015,29999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X30000_39999,10040,39999,,FALSE,0.2783715231183983,32610,32610
York North (Nord),Ontario,43345,32610,32610,300,X40000_and_over,13676,Inf,,FALSE,0.2783715231183983,32610,32610
York South (Sud)-Weston,Ontario,31425,22693,22693,87,Under_5000,2215,5000,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X5000_9999,4195,9999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X10000_14999,4085,14999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X15000_19999,4085,19999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X20000_24999,3710,24999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X25000_29999,3710,29999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X30000_39999,4580,39999,,FALSE,0.3297420385140378,22693,22693
York South (Sud)-Weston,Ontario,31425,22693,22693,87,X40000_and_over,4580,Inf,,FALSE,0.3297420385140378,22693,22693
York West (Ouest),Ontario,30175,24572,24118,185,Under_5000,1950,5000,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X5000_9999,3175,9999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X10000_14999,3175,14999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X15000_19999,3965,19999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X20000_24999,3885,24999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X25000_29999,3885,29999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X30000_39999,5245,39999,,FALSE,0.3101084845119023,24572,24118
York West (Ouest),Ontario,30175,24572,24118,185,X40000_and_over,5245,Inf,,FALSE,0.3101084845119023,24572,24118
York-Peel,Ontario,34490,31512,28846,258,Under_5000,1150,5000,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X5000_9999,2510,9999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X10000_14999,2775,14999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X15000_19999,5055,19999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X20000_24999,4115,24999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X25000_29999,4495,29999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X30000_39999,7760,39999,,FALSE,0.34594874794702535,31512,28846
York-Peel,Ontario,34490,31512,28846,258,X40000_and_over,7760,Inf,,FALSE,0.34594874794702535,31512,28846
York-Scarborough,Ontario,85025,29533,29533,201,Under_5000,4215,5000,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X5000_9999,10585,9999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X10000_14999,7995,14999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X15000_19999,7005,19999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X20000_24999,8745,24999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X25000_29999,14910,29999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X30000_39999,14910,39999,,FALSE,0.38744655999028454,29533,29533
York-Scarborough,Ontario,85025,29533,29533,201,X40000_and_over,15090,Inf,,FALSE,0.38744655999028454,29533,29533
Brandon-Souris,Manitoba,25655,19386,16825,201,Under_5000,1875,5000,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X5000_9999,4530,9999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X10000_14999,3890,14999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X15000_19999,4000,19999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X20000_24999,3245,24999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X25000_29999,2130,29999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X30000_39999,2810,39999,,FALSE,0.34568374827493586,19386,16825
Brandon-Souris,Manitoba,25655,19386,16825,201,X40000_and_over,1865,Inf,,FALSE,0.34568374827493586,19386,16825
Churchill,Manitoba,19265,24837,22981,283,Under_5000,1870,5000,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X5000_9999,1805,9999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X10000_14999,1700,14999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X15000_19999,1800,19999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X20000_24999,2305,24999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X25000_29999,2035,29999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X30000_39999,2885,39999,,FALSE,0.4408463416864268,24837,22981
Churchill,Manitoba,19265,24837,22981,283,X40000_and_over,875,Inf,,FALSE,0.4408463416864268,24837,22981
Dauphin,Manitoba,18415,15770,12252,218,Under_5000,1410,5000,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X5000_9999,4540,9999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X10000_14999,3295,14999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X15000_19999,2395,19999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X20000_24999,1625,24999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X25000_29999,1250,29999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X30000_39999,1330,39999,,FALSE,0.36189664891880624,15770,12252
Dauphin,Manitoba,18415,15770,12252,218,X40000_and_over,875,Inf,,FALSE,0.36189664891880624,15770,12252
Lisgar,Manitoba,20715,18484,15393,233,Under_5000,2430,5000,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X5000_9999,3885,9999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X10000_14999,3785,14999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X15000_19999,3080,19999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X20000_24999,2510,24999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X25000_29999,1745,29999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X30000_39999,1770,39999,,FALSE,0.39018880322518024,18484,15393
Lisgar,Manitoba,20715,18484,15393,233,X40000_and_over,1515,Inf,,FALSE,0.39018880322518024,18484,15393
Portage-Marquette,Manitoba,21235,14778,14778,214,Under_5000,1865,5000,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X5000_9999,4470,9999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X10000_14999,3745,14999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X15000_19999,2890,19999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X20000_24999,2275,24999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X25000_29999,1805,29999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X30000_39999,1806,39999,,TRUE,0.36044710299524296,14778,14778
Portage-Marquette,Manitoba,21235,14778,14778,214,X40000_and_over,1550,Inf,,TRUE,0.36044710299524296,14778,14778
Provencher,Manitoba,21890,20533,18483,247,Under_5000,1130,5000,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X5000_9999,3060,9999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X10000_14999,3010,14999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X15000_19999,3045,19999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X20000_24999,2415,24999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X25000_29999,2115,29999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X30000_39999,3140,39999,,FALSE,0.3280707498648616,20533,18483
Provencher,Manitoba,21890,20533,18483,247,X40000_and_over,1820,Inf,,FALSE,0.3280707498648616,20533,18483
Selkirk-Interlake,Manitoba,20730,22639,20198,226,Under_5000,3560,5000,,FALSE,0.5253999215322797,22639,20198
Selkirk-Interlake,Manitoba,20730,22639,20198,226,X5000_9999,3560,9999,,FALSE,0.5253999215322797,22639,20198
Selkirk-Interlake,Manitoba,20730,22639,20198,226,X10000_14999,3000,14999,,FALSE,0.5253999215322797,22639,20198
